asset_id,date,close_price
1,2023-06-21,160.31
1,2023-06-22,156.33
1,2023-06-23,158.04
1,2023-06-26,164.34
1,2023-06-27,161.47
1,2023-06-28,159.89
1,2023-06-29,160.24
1,2023-06-30,158.85
1,2023-07-03,154.48
1,2023-07-04,154.73
1,2023-07-05,151.84
1,2023-07-06,153.19
1,2023-07-07,150.72
1,2023-07-10,154.98
1,2023-07-11,152.86
1,2023-07-12,152.04
1,2023-07-13,154.32
1,2023-07-14,150.97
1,2023-07-17,151.64
1,2023-07-18,155.27
1,2023-07-19,150.84
1,2023-07-20,151.4
1,2023-07-21,152.17
1,2023-07-24,154.37
1,2023-07-25,151.0
1,2023-07-26,147.47
1,2023-07-27,148.92
1,2023-07-28,149.77
1,2023-07-31,150.51
1,2023-08-01,151.51
1,2023-08-02,149.71
1,2023-08-03,150.4
1,2023-08-04,151.25
1,2023-08-07,149.37
1,2023-08-08,154.44
1,2023-08-09,155.82
1,2023-08-10,152.54
1,2023-08-11,154.41
1,2023-08-14,151.76
1,2023-08-15,153.97
1,2023-08-16,157.24
1,2023-08-17,154.98
1,2023-08-18,157.73
1,2023-08-21,158.97
1,2023-08-22,161.38
1,2023-08-23,166.96
1,2023-08-24,166.29
1,2023-08-25,164.1
1,2023-08-28,161.54
1,2023-08-29,159.23
1,2023-08-30,159.07
1,2023-08-31,160.11
1,2023-09-01,160.97
1,2023-09-04,163.43
1,2023-09-05,163.54
1,2023-09-06,167.88
1,2023-09-07,167.15
1,2023-09-08,175.4
1,2023-09-11,177.45
1,2023-09-12,174.78
1,2023-09-13,171.48
1,2023-09-14,173.04
1,2023-09-15,172.41
1,2023-09-18,174.69
1,2023-09-19,176.25
1,2023-09-20,176.09
1,2023-09-21,173.48
1,2023-09-22,168.82
1,2023-09-25,167.53
1,2023-09-26,170.18
1,2023-09-27,170.9
1,2023-09-28,167.14
1,2023-09-29,167.73
1,2023-10-02,168.96
1,2023-10-03,166.34
1,2023-10-04,166.86
1,2023-10-05,167.1
1,2023-10-06,163.73
1,2023-10-09,164.85
1,2023-10-10,166.58
1,2023-10-11,169.9
1,2023-10-12,173.19
1,2023-10-13,168.96
1,2023-10-16,166.18
1,2023-10-17,167.78
1,2023-10-18,169.4
1,2023-10-19,171.04
1,2023-10-20,182.97
1,2023-10-23,184.93
1,2023-10-24,188.78
1,2023-10-25,192.1
1,2023-10-26,194.43
1,2023-10-27,193.4
1,2023-10-30,196.12
1,2023-10-31,193.47
1,2023-11-01,192.72
1,2023-11-02,191.12
1,2023-11-03,191.47
1,2023-11-06,199.53
1,2023-11-07,192.9
1,2023-11-08,195.36
1,2023-11-09,189.77
1,2023-11-10,188.23
1,2023-11-13,192.0
1,2023-11-14,192.3
1,2023-11-15,188.64
1,2023-11-16,186.29
1,2023-11-17,188.64
1,2023-11-20,186.24
1,2023-11-21,187.04
1,2023-11-22,187.27
1,2023-11-23,185.15
1,2023-11-24,192.36
1,2023-11-27,194.64
1,2023-11-28,187.62
1,2023-11-29,188.32
1,2023-11-30,186.16
1,2023-12-01,189.09
1,2023-12-04,186.46
1,2023-12-05,186.15
1,2023-12-06,187.92
1,2023-12-07,190.92
1,2023-12-08,186.88
1,2023-12-11,185.83
1,2023-12-12,184.31
1,2023-12-13,182.22
1,2023-12-14,188.08
1,2023-12-15,189.53
1,2023-12-18,185.3
1,2023-12-19,188.44
1,2023-12-20,195.71
1,2023-12-21,199.43
1,2023-12-22,194.05
1,2023-12-25,192.44
1,2023-12-26,196.9
1,2023-12-27,194.47
1,2023-12-28,196.11
1,2023-12-29,198.92
1,2024-01-01,195.68
1,2024-01-02,195.55
1,2024-01-03,184.22
1,2024-01-04,180.89
1,2024-01-05,180.14
1,2024-01-08,176.17
1,2024-01-09,181.42
1,2024-01-10,176.82
1,2024-01-11,175.49
1,2024-01-12,175.97
1,2024-01-15,180.61
1,2024-01-16,176.01
1,2024-01-17,179.77
1,2024-01-18,179.87
1,2024-01-19,176.77
1,2024-01-22,178.31
1,2024-01-23,179.02
1,2024-01-24,177.16
1,2024-01-25,177.45
1,2024-01-26,176.29
1,2024-01-29,176.72
1,2024-01-30,178.9
1,2024-01-31,184.08
1,2024-02-01,180.05
1,2024-02-02,187.03
1,2024-02-05,180.54
1,2024-02-06,180.11
1,2024-02-07,182.09
1,2024-02-08,183.09
1,2024-02-09,181.11
1,2024-02-12,180.5
1,2024-02-13,178.97
1,2024-02-14,177.15
1,2024-02-15,179.93
1,2024-02-16,181.15
1,2024-02-19,178.97
1,2024-02-20,181.94
1,2024-02-21,183.02
1,2024-02-22,185.77
1,2024-02-23,187.95
1,2024-02-26,185.22
1,2024-02-27,183.42
1,2024-02-28,185.96
1,2024-02-29,188.08
1,2024-03-01,188.09
1,2024-03-04,188.56
1,2024-03-05,192.97
1,2024-03-06,190.99
1,2024-03-07,192.95
1,2024-03-08,192.33
1,2024-03-11,191.65
1,2024-03-12,195.52
1,2024-03-13,198.5
1,2024-03-14,201.49
1,2024-03-15,206.3
1,2024-03-18,206.46
1,2024-03-19,209.08
1,2024-03-20,207.99
1,2024-03-21,209.29
1,2024-03-22,208.88
1,2024-03-25,209.33
1,2024-03-26,211.66
1,2024-03-27,208.63
1,2024-03-28,216.57
1,2024-03-29,212.73
1,2024-04-01,208.17
1,2024-04-02,212.59
1,2024-04-03,215.71
1,2024-04-04,218.21
1,2024-04-05,220.77
1,2024-04-08,220.81
1,2024-04-09,217.33
1,2024-04-10,217.72
1,2024-04-11,215.15
1,2024-04-12,219.01
1,2024-04-15,218.52
1,2024-04-16,215.36
1,2024-04-17,214.2
1,2024-04-18,215.88
1,2024-04-19,213.77
1,2024-04-22,210.69
1,2024-04-23,211.7
1,2024-04-24,212.72
1,2024-04-25,210.87
1,2024-04-26,209.16
1,2024-04-29,210.12
1,2024-04-30,204.73
1,2024-05-01,199.62
1,2024-05-02,197.12
1,2024-05-03,196.44
1,2024-05-06,197.62
1,2024-05-07,202.95
1,2024-05-08,206.16
1,2024-05-09,205.65
1,2024-05-10,205.66
1,2024-05-13,202.03
1,2024-05-14,202.05
1,2024-05-15,201.08
1,2024-05-16,202.33
1,2024-05-17,199.39
1,2024-05-20,201.34
1,2024-05-21,206.97
1,2024-05-22,206.65
1,2024-05-23,208.23
1,2024-05-24,210.9
1,2024-05-27,209.46
1,2024-05-28,210.39
1,2024-05-29,210.52
1,2024-05-30,210.97
1,2024-05-31,208.12
1,2024-06-03,208.3
1,2024-06-04,210.25
1,2024-06-05,215.82
1,2024-06-06,219.64
1,2024-06-07,228.24
1,2024-06-10,225.18
1,2024-06-11,228.8
1,2024-06-12,229.65
1,2024-06-13,238.79
1,2024-06-14,235.41
1,2024-06-17,231.95
1,2024-06-18,229.54
1,2024-06-19,220.86
1,2024-06-20,218.85
1,2024-06-21,215.95
1,2024-06-24,216.62
1,2024-06-25,218.04
1,2024-06-26,225.49
1,2024-06-27,229.44
1,2024-06-28,227.15
1,2024-07-01,223.57
1,2024-07-02,225.64
1,2024-07-03,220.36
1,2024-07-04,227.72
1,2024-07-05,232.64
1,2024-07-08,230.77
1,2024-07-09,223.75
1,2024-07-10,229.29
1,2024-07-11,228.91
1,2024-07-12,234.1
1,2024-07-15,227.47
1,2024-07-16,225.11
1,2024-07-17,225.22
1,2024-07-18,225.5
1,2024-07-19,223.77
1,2024-07-22,226.37
1,2024-07-23,222.11
1,2024-07-24,221.63
1,2024-07-25,222.19
1,2024-07-26,224.34
1,2024-07-29,227.3
1,2024-07-30,222.79
1,2024-07-31,216.73
1,2024-08-01,221.8
1,2024-08-02,223.22
1,2024-08-05,220.3
1,2024-08-06,226.54
1,2024-08-07,227.1
1,2024-08-08,232.01
1,2024-08-09,232.39
1,2024-08-12,241.1
1,2024-08-13,248.81
1,2024-08-14,247.8
1,2024-08-15,252.23
1,2024-08-16,255.26
1,2024-08-19,261.65
1,2024-08-20,257.21
1,2024-08-21,260.49
1,2024-08-22,265.56
1,2024-08-23,257.26
1,2024-08-26,251.88
1,2024-08-27,242.74
1,2024-08-28,241.66
1,2024-08-29,244.87
1,2024-08-30,251.59
1,2024-09-02,252.03
1,2024-09-03,259.52
1,2024-09-04,253.18
1,2024-09-05,245.51
1,2024-09-06,245.37
1,2024-09-09,247.16
1,2024-09-10,247.12
1,2024-09-11,238.02
1,2024-09-12,237.73
1,2024-09-13,232.24
1,2024-09-16,235.14
1,2024-09-17,236.78
1,2024-09-18,232.87
1,2024-09-19,230.81
1,2024-09-20,226.5
1,2024-09-23,226.34
1,2024-09-24,230.32
1,2024-09-25,226.32
1,2024-09-26,228.47
1,2024-09-27,226.38
1,2024-09-30,223.24
1,2024-10-01,222.9
1,2024-10-02,218.83
1,2024-10-03,216.74
1,2024-10-04,212.15
1,2024-10-07,219.74
1,2024-10-08,219.97
1,2024-10-09,217.29
1,2024-10-10,218.21
1,2024-10-11,217.86
1,2024-10-14,217.08
1,2024-10-15,219.56
1,2024-10-16,222.65
1,2024-10-17,220.61
1,2024-10-18,218.41
1,2024-10-21,217.42
1,2024-10-22,208.49
1,2024-10-23,202.89
1,2024-10-24,207.96
1,2024-10-25,214.21
1,2024-10-28,213.33
1,2024-10-29,215.63
1,2024-10-30,216.92
1,2024-10-31,229.03
1,2024-11-01,233.74
1,2024-11-04,233.3
1,2024-11-05,229.38
1,2024-11-06,222.84
1,2024-11-07,223.74
1,2024-11-08,220.78
1,2024-11-11,215.22
1,2024-11-12,212.8
1,2024-11-13,208.74
1,2024-11-14,215.17
1,2024-11-15,218.67
1,2024-11-18,218.72
1,2024-11-19,224.64
1,2024-11-20,225.04
1,2024-11-21,221.64
1,2024-11-22,227.81
1,2024-11-25,230.11
1,2024-11-26,225.9
1,2024-11-27,225.22
1,2024-11-28,221.76
1,2024-11-29,216.33
1,2024-12-02,220.02
1,2024-12-03,227.67
1,2024-12-04,222.03
1,2024-12-05,224.37
1,2024-12-06,221.83
1,2024-12-09,219.98
1,2024-12-10,217.72
1,2024-12-11,214.42
1,2024-12-12,214.69
1,2024-12-13,211.57
1,2024-12-16,212.68
1,2024-12-17,212.57
1,2024-12-18,211.75
1,2024-12-19,208.37
1,2024-12-20,206.29
1,2024-12-23,209.18
1,2024-12-24,211.15
1,2024-12-25,207.52
1,2024-12-26,207.97
1,2024-12-27,210.87
1,2024-12-30,204.62
1,2024-12-31,206.7
1,2025-01-01,204.32
1,2025-01-02,206.5
1,2025-01-03,203.74
1,2025-01-06,197.2
1,2025-01-07,191.51
1,2025-01-08,191.75
1,2025-01-09,192.72
1,2025-01-10,189.66
1,2025-01-13,191.92
1,2025-01-14,186.25
1,2025-01-15,186.11
1,2025-01-16,182.12
1,2025-01-17,180.06
1,2025-01-20,180.29
1,2025-01-21,177.57
1,2025-01-22,176.41
1,2025-01-23,179.67
1,2025-01-24,177.88
1,2025-01-27,180.63
1,2025-01-28,177.03
1,2025-01-29,178.79
1,2025-01-30,183.5
1,2025-01-31,175.41
1,2025-02-03,172.96
1,2025-02-04,174.83
1,2025-02-05,174.26
1,2025-02-06,175.49
1,2025-02-07,173.65
1,2025-02-10,173.99
1,2025-02-11,173.58
1,2025-02-12,177.29
1,2025-02-13,178.18
1,2025-02-14,179.33
1,2025-02-17,178.07
1,2025-02-18,176.58
1,2025-02-19,175.28
1,2025-02-20,176.59
1,2025-02-21,175.32
1,2025-02-24,176.31
1,2025-02-25,182.96
1,2025-02-26,185.91
1,2025-02-27,184.89
1,2025-02-28,188.96
1,2025-03-03,187.65
1,2025-03-04,180.84
1,2025-03-05,177.63
1,2025-03-06,171.72
1,2025-03-07,170.7
1,2025-03-10,170.83
1,2025-03-11,176.05
1,2025-03-12,177.16
1,2025-03-13,176.53
1,2025-03-14,179.24
1,2025-03-17,172.17
1,2025-03-18,172.97
1,2025-03-19,175.44
1,2025-03-20,170.84
1,2025-03-21,174.43
1,2025-03-24,175.56
1,2025-03-25,174.32
1,2025-03-26,176.37
1,2025-03-27,183.65
1,2025-03-28,184.33
1,2025-03-31,185.23
1,2025-04-01,183.77
1,2025-04-02,181.03
1,2025-04-03,183.81
1,2025-04-04,181.05
1,2025-04-07,181.36
1,2025-04-08,179.87
1,2025-04-09,181.49
1,2025-04-10,182.65
1,2025-04-11,186.14
1,2025-04-14,184.5
1,2025-04-15,183.68
1,2025-04-16,180.52
1,2025-04-17,179.15
1,2025-04-18,180.44
1,2025-04-21,182.97
1,2025-04-22,180.0
1,2025-04-23,182.89
1,2025-04-24,187.43
1,2025-04-25,188.9
1,2025-04-28,195.35
1,2025-04-29,192.71
1,2025-04-30,188.47
1,2025-05-01,182.51
1,2025-05-02,187.5
1,2025-05-05,189.78
1,2025-05-06,189.67
1,2025-05-07,190.7
1,2025-05-08,186.91
1,2025-05-09,195.22
1,2025-05-12,195.75
1,2025-05-13,196.21
1,2025-05-14,198.86
1,2025-05-15,200.66
1,2025-05-16,201.55
1,2025-05-19,198.76
1,2025-05-20,200.53
1,2025-05-21,207.4
1,2025-05-22,212.5
1,2025-05-23,218.68
1,2025-05-26,216.76
1,2025-05-27,212.98
1,2025-05-28,212.59
1,2025-05-29,212.89
1,2025-05-30,217.16
1,2025-06-02,210.63
1,2025-06-03,216.52
1,2025-06-04,215.99
1,2025-06-05,214.42
1,2025-06-06,210.59
1,2025-06-09,204.41
1,2025-06-10,207.52
1,2025-06-11,207.87
1,2025-06-12,203.13
1,2025-06-13,198.48
1,2025-06-16,197.36
1,2025-06-17,203.36
1,2025-06-18,202.49
1,2025-06-19,197.1
1,2025-06-20,196.3
1,2025-06-23,195.42
1,2025-06-24,186.01
1,2025-06-25,185.9
1,2025-06-26,185.2
1,2025-06-27,187.6
1,2025-06-30,193.92
1,2025-07-01,197.93
1,2025-07-02,197.05
1,2025-07-03,193.2
1,2025-07-04,202.23
1,2025-07-07,202.53
1,2025-07-08,202.66
1,2025-07-09,202.65
1,2025-07-10,203.46
1,2025-07-11,203.01
1,2025-07-14,200.99
1,2025-07-15,199.09
1,2025-07-16,199.06
1,2025-07-17,197.19
1,2025-07-18,194.74
1,2025-07-21,195.19
1,2025-07-22,194.37
1,2025-07-23,199.71
1,2025-07-24,190.26
1,2025-07-25,194.08
1,2025-07-28,198.51
1,2025-07-29,191.18
1,2025-07-30,190.07
1,2025-07-31,188.88
1,2025-08-01,184.17
1,2025-08-04,181.66
1,2025-08-05,178.11
1,2025-08-06,183.79
1,2025-08-07,186.96
1,2025-08-08,191.32
1,2025-08-11,193.88
1,2025-08-12,190.02
1,2025-08-13,188.3
1,2025-08-14,190.03
1,2025-08-15,185.93
1,2025-08-18,188.39
1,2025-08-19,187.65
1,2025-08-20,186.46
1,2025-08-21,188.92
1,2025-08-22,190.51
1,2025-08-25,189.34
1,2025-08-26,193.37
1,2025-08-27,189.69
1,2025-08-28,191.86
1,2025-08-29,193.99
1,2025-09-01,192.99
1,2025-09-02,194.2
1,2025-09-03,189.9
1,2025-09-04,193.14
1,2025-09-05,192.57
1,2025-09-08,190.83
1,2025-09-09,194.51
1,2025-09-10,192.13
1,2025-09-11,187.33
1,2025-09-12,182.16
1,2025-09-15,184.22
1,2025-09-16,180.05
1,2025-09-17,185.81
1,2025-09-18,178.92
1,2025-09-19,184.45
1,2025-09-22,185.23
1,2025-09-23,184.98
1,2025-09-24,183.24
1,2025-09-25,184.63
1,2025-09-26,184.58
1,2025-09-29,188.31
1,2025-09-30,188.78
1,2025-10-01,189.36
1,2025-10-02,188.2
1,2025-10-03,188.08
1,2025-10-06,189.2
1,2025-10-07,183.45
1,2025-10-08,179.07
1,2025-10-09,181.54
1,2025-10-10,182.17
1,2025-10-13,181.64
1,2025-10-14,181.77
1,2025-10-15,182.98
1,2025-10-16,181.28
1,2025-10-17,178.81
1,2025-10-20,179.51
1,2025-10-21,176.42
1,2025-10-22,177.79
1,2025-10-23,172.41
1,2025-10-24,175.68
1,2025-10-27,177.24
1,2025-10-28,178.13
1,2025-10-29,181.35
1,2025-10-30,186.86
1,2025-10-31,190.35
1,2025-11-03,184.12
1,2025-11-04,179.95
1,2025-11-05,178.0
1,2025-11-06,178.15
1,2025-11-07,179.88
1,2025-11-10,177.6
1,2025-11-11,178.27
1,2025-11-12,175.92
1,2025-11-13,174.05
1,2025-11-14,169.72
1,2025-11-17,166.96
1,2025-11-18,162.97
1,2025-11-19,160.17
1,2025-11-20,163.27
1,2025-11-21,160.55
1,2025-11-24,168.22
1,2025-11-25,169.78
1,2025-11-26,170.41
1,2025-11-27,167.85
1,2025-11-28,170.03
1,2025-12-01,168.34
1,2025-12-02,168.78
1,2025-12-03,176.62
1,2025-12-04,176.39
1,2025-12-05,180.1
1,2025-12-08,177.9
1,2025-12-09,177.86
1,2025-12-10,183.6
1,2025-12-11,181.6
1,2025-12-12,187.59
1,2025-12-15,190.06
1,2025-12-16,188.21
1,2025-12-17,190.43
1,2025-12-18,193.84
1,2025-12-19,196.09
1,2025-12-22,190.62
1,2025-12-23,188.2
1,2025-12-24,187.44
1,2025-12-25,187.26
1,2025-12-26,189.43
1,2025-12-29,190.11
1,2025-12-30,185.62
1,2025-12-31,186.96
2,2023-01-02,364.1
2,2023-01-03,367.91
2,2023-01-04,375.22
2,2023-01-05,381.0
2,2023-01-06,384.3
2,2023-01-09,383.97
2,2023-01-10,372.65
2,2023-01-11,375.68
2,2023-01-12,377.23
2,2023-01-13,379.23
2,2023-01-16,370.66
2,2023-01-17,363.6
2,2023-01-18,370.64
2,2023-01-19,370.52
2,2023-01-20,375.21
2,2023-01-23,375.56
2,2023-01-24,375.91
2,2023-01-25,382.41
2,2023-01-26,379.01
2,2023-01-27,379.81
2,2023-01-30,376.81
2,2023-01-31,374.01
2,2023-02-01,372.08
2,2023-02-02,373.71
2,2023-02-03,370.64
2,2023-02-06,379.17
2,2023-02-07,373.22
2,2023-02-08,372.11
2,2023-02-09,369.31
2,2023-02-10,379.08
2,2023-02-13,380.57
2,2023-02-14,387.79
2,2023-02-15,377.58
2,2023-02-16,379.54
2,2023-02-17,385.77
2,2023-02-20,386.5
2,2023-02-21,394.07
2,2023-02-22,390.56
2,2023-02-23,400.62
2,2023-02-24,417.36
2,2023-02-27,414.8
2,2023-02-28,411.64
2,2023-03-01,422.57
2,2023-03-02,434.75
2,2023-03-03,430.84
2,2023-03-06,427.75
2,2023-03-07,425.75
2,2023-03-08,415.62
2,2023-03-09,408.91
2,2023-03-10,401.69
2,2023-03-13,396.29
2,2023-03-14,396.21
2,2023-03-15,398.03
2,2023-03-16,409.3
2,2023-03-17,402.11
2,2023-03-20,409.4
2,2023-03-21,407.98
2,2023-03-22,407.78
2,2023-03-23,412.9
2,2023-03-24,404.72
2,2023-03-27,407.67
2,2023-03-28,409.05
2,2023-03-29,412.84
2,2023-03-30,415.16
2,2023-03-31,433.67
2,2023-04-03,428.87
2,2023-04-04,424.94
2,2023-04-05,420.34
2,2023-04-06,416.31
2,2023-04-07,411.7
2,2023-04-10,420.67
2,2023-04-11,431.6
2,2023-04-12,427.34
2,2023-04-13,421.1
2,2023-04-14,424.85
2,2023-04-17,420.79
2,2023-04-18,425.76
2,2023-04-19,427.48
2,2023-04-20,415.99
2,2023-04-21,427.74
2,2023-04-24,441.74
2,2023-04-25,437.05
2,2023-04-26,434.17
2,2023-04-27,436.58
2,2023-04-28,439.38
2,2023-05-01,444.76
2,2023-05-02,461.04
2,2023-05-03,459.75
2,2023-05-04,453.33
2,2023-05-05,442.26
2,2023-05-08,436.61
2,2023-05-09,436.53
2,2023-05-10,450.8
2,2023-05-11,446.78
2,2023-05-12,448.76
2,2023-05-15,448.81
2,2023-05-16,458.59
2,2023-05-17,479.63
2,2023-05-18,475.24
2,2023-05-19,471.24
2,2023-05-22,480.29
2,2023-05-23,486.38
2,2023-05-24,502.74
2,2023-05-25,508.22
2,2023-05-26,505.14
2,2023-05-29,510.71
2,2023-05-30,521.11
2,2023-05-31,529.01
2,2023-06-01,534.06
2,2023-06-02,544.52
2,2023-06-05,556.2
2,2023-06-06,570.26
2,2023-06-07,577.15
2,2023-06-08,575.64
2,2023-06-09,577.39
2,2023-06-12,590.16
2,2023-06-13,581.72
2,2023-06-14,585.81
2,2023-06-15,581.9
2,2023-06-16,582.44
2,2023-06-19,596.07
2,2023-06-20,598.36
2,2023-06-21,599.1
2,2023-06-22,584.67
2,2023-06-23,592.76
2,2023-06-26,599.89
2,2023-06-27,623.49
2,2023-06-28,620.28
2,2023-06-29,622.98
2,2023-06-30,626.02
2,2023-07-03,644.05
2,2023-07-04,643.2
2,2023-07-05,646.69
2,2023-07-06,654.02
2,2023-07-07,656.48
2,2023-07-10,651.47
2,2023-07-11,654.0
2,2023-07-12,666.91
2,2023-07-13,654.85
2,2023-07-14,656.68
2,2023-07-17,648.67
2,2023-07-18,662.88
2,2023-07-19,644.97
2,2023-07-20,638.74
2,2023-07-21,643.33
2,2023-07-24,661.72
2,2023-07-25,661.2
2,2023-07-26,654.86
2,2023-07-27,677.29
2,2023-07-28,659.91
2,2023-07-31,634.05
2,2023-08-01,639.33
2,2023-08-02,633.81
2,2023-08-03,622.41
2,2023-08-04,630.6
2,2023-08-07,633.62
2,2023-08-08,627.44
2,2023-08-09,613.23
2,2023-08-10,623.1
2,2023-08-11,630.64
2,2023-08-14,629.77
2,2023-08-15,650.96
2,2023-08-16,638.68
2,2023-08-17,621.4
2,2023-08-18,613.91
2,2023-08-21,613.65
2,2023-08-22,616.58
2,2023-08-23,614.15
2,2023-08-24,618.29
2,2023-08-25,604.61
2,2023-08-28,620.56
2,2023-08-29,619.89
2,2023-08-30,632.61
2,2023-08-31,636.76
2,2023-09-01,642.25
2,2023-09-04,649.09
2,2023-09-05,654.59
2,2023-09-06,662.42
2,2023-09-07,678.53
2,2023-09-08,681.2
2,2023-09-11,690.17
2,2023-09-12,689.33
2,2023-09-13,707.48
2,2023-09-14,699.15
2,2023-09-15,722.09
2,2023-09-18,721.86
2,2023-09-19,703.56
2,2023-09-20,705.46
2,2023-09-21,697.09
2,2023-09-22,707.92
2,2023-09-25,699.89
2,2023-09-26,694.55
2,2023-09-27,671.2
2,2023-09-28,666.0
2,2023-09-29,637.21
2,2023-10-02,619.3
2,2023-10-03,628.03
2,2023-10-04,637.16
2,2023-10-05,642.29
2,2023-10-06,631.37
2,2023-10-09,631.08
2,2023-10-10,631.29
2,2023-10-11,618.38
2,2023-10-12,635.36
2,2023-10-13,645.65
2,2023-10-16,643.34
2,2023-10-17,643.91
2,2023-10-18,646.58
2,2023-10-19,623.08
2,2023-10-20,620.56
2,2023-10-23,613.19
2,2023-10-24,602.38
2,2023-10-25,599.57
2,2023-10-26,619.21
2,2023-10-27,626.6
2,2023-10-30,620.41
2,2023-10-31,627.05
2,2023-11-01,643.1
2,2023-11-02,654.06
2,2023-11-03,655.02
2,2023-11-06,647.66
2,2023-11-07,656.06
2,2023-11-08,660.97
2,2023-11-09,671.88
2,2023-11-10,679.83
2,2023-11-13,692.95
2,2023-11-14,686.55
2,2023-11-15,703.1
2,2023-11-16,705.88
2,2023-11-17,732.53
2,2023-11-20,723.74
2,2023-11-21,746.64
2,2023-11-22,749.6
2,2023-11-23,741.11
2,2023-11-24,734.95
2,2023-11-27,731.01
2,2023-11-28,736.88
2,2023-11-29,744.11
2,2023-11-30,736.73
2,2023-12-01,736.7
2,2023-12-04,765.4
2,2023-12-05,789.51
2,2023-12-06,796.02
2,2023-12-07,796.89
2,2023-12-08,798.93
2,2023-12-11,808.07
2,2023-12-12,793.52
2,2023-12-13,790.16
2,2023-12-14,766.74
2,2023-12-15,772.56
2,2023-12-18,781.87
2,2023-12-19,775.38
2,2023-12-20,797.66
2,2023-12-21,780.38
2,2023-12-22,760.12
2,2023-12-25,763.5
2,2023-12-26,778.19
2,2023-12-27,802.09
2,2023-12-28,795.79
2,2023-12-29,811.55
2,2024-01-01,811.32
2,2024-01-02,809.12
2,2024-01-03,822.31
2,2024-01-04,832.3
2,2024-01-05,809.01
2,2024-01-08,830.84
2,2024-01-09,851.81
2,2024-01-10,842.56
2,2024-01-11,848.9
2,2024-01-12,856.79
2,2024-01-15,861.15
2,2024-01-16,852.97
2,2024-01-17,843.0
2,2024-01-18,842.95
2,2024-01-19,861.08
2,2024-01-22,869.85
2,2024-01-23,864.39
2,2024-01-24,876.74
2,2024-01-25,832.14
2,2024-01-26,849.68
2,2024-01-29,823.41
2,2024-01-30,818.37
2,2024-01-31,802.2
2,2024-02-01,783.83
2,2024-02-02,800.52
2,2024-02-05,794.1
2,2024-02-06,799.37
2,2024-02-07,799.02
2,2024-02-08,806.2
2,2024-02-09,807.64
2,2024-02-12,789.31
2,2024-02-13,803.78
